পএ,লএ,ডএ,ঘএ,থএ,খএ,তএ,ঝএ,কএ,টএ,বএ,রএ,মএ,ধএ,সএ,চএ,শএ,যএ,দএ,ছএ,গএ,ঠএ,ভএ,ঢএ,ফএ,নএ,জএ,ষএ,হএ
পে,লে,ডে,ঘে,থে,খে,তে,ঝে,কে,টে,বে,রে,মে,ধে,সে,চে,শে,যে,দে,ছে,গে,ঠে,ভে,ঢে,ফে,নে,জে,ষে,হে
