ভআ,হঅ,তঅ,ক্সআ,দআ,পঅ,যআ,দঅ,গঅ,ফঅ,মআ,নআ,সঅ,জআ,হআ,ভঅ,জঅ,কঅ,মঅ,রঅ,লআ,ফআ,বঅ,পআ,লঅ,বআ,যঅ,সআ,নঅ,তআ,রআ,গআ
ভা,হ,ত,ক্সা,দা,প,যা,দ,গ,ফ,মা,না,স,জা,হা,ভ,জ,ক,ম,র,লা,ফা,ব,পা,ল,বা,য,সা,ন,তা,রা,গা
